STT;Ma nganh;SBD;NV;Xep hang;Khoi xet tuyen;Diem uu tien;Diem uu tien quy doi;Diem KK;Tong diem
2088;D310101;HVN000098;1;903;A;1;1;0;23,5
2089;D310101;HVN000898;4;903;A;1;1;0;23,5
2090;D310101;HVN001710;2;903;A;0,5;0,5;0;23,5
2091;D310101;HVN001751;2;903;A;0,5;0,5;0;23,5
2092;D310101;HVN003167;2;903;A;1;1;0;23,5
2093;D310101;HVN003577;1;903;A;1;1;0;23,5
2094;D310101;HVN009179;2;903;A;0,5;0,5;0;23,5
2095;D310101;HVN009642;1;903;A;0,5;0,5;0;23,5
2096;D310101;HVN009986;1;903;A;0,5;0,5;0;23,5
2097;D310101;HVN011219;3;903;D1;0,5;0,5;0;23,5
2098;D310101;KHA001115;1;903;A;0,5;0,5;0;23,5
2099;D310101;KHA003266;1;903;A;1;1;0;23,5
2100;D310101;KHA004509;4;903;A;0,5;0,5;0;23,5
2101;D310101;KHA005202;1;903;A;1,5;1,5;0;23,5
2102;D310101;KHA007009;2;903;A;0,5;0,5;0;23,5
2103;D310101;KHA007012;2;903;A;0,5;0,5;0;23,5
2104;D310101;KHA008520;1;903;A;0,5;0,5;0;23,5
2105;D310101;KHA008540;1;903;D1;1;1;0;23,5
2106;D310101;KHA009023;2;903;A;0,5;0,5;0;23,5
2107;D310101;KHA009233;4;903;A;1;1;0;23,5
2108;D310101;KHA010240;2;903;A;0,5;0,5;0;23,5
2109;D310101;KHA010487;4;903;A1;1;1;0;23,5
2110;D310101;KHA010713;3;903;A;1;1;0;23,5
2111;D310101;KQH000774;3;903;A;0,5;0,5;0;23,5
2112;D310101;KQH004325;1;903;A1;0,5;0,5;0;23,5
2113;D310101;KQH005174;1;903;A;0,5;0,5;0;23,5
2114;D310101;KQH006060;1;903;A;0,5;0,5;0;23,5
2115;D310101;KQH006840;1;903;A;0,5;0,5;0;23,5
2116;D310101;KQH007451;2;903;A;1;1;0;23,5
2117;D310101;KQH008172;4;903;A;3,5;3,5;0;23,5
2118;D310101;KQH012542;2;903;A;0,5;0,5;0;23,5
2119;D310101;KQH014813;3;903;A;1;1;0;23,5
2120;D310101;LNH000434;2;903;A;0,5;0,5;0;23,5
2121;D310101;LNH003325;2;903;A;0,5;0,5;0;23,5
2122;D310101;SPH000304;2;903;D1;1,5;1,5;0;23,5
2123;D310101;SPH002558;1;903;A;1,5;1,5;0;23,5
2124;D310101;SPH008176;3;903;A1;1;1;0;23,5
2125;D310101;SPH013255;1;903;D1;0;0;0;23,5
2126;D310101;SPH013734;3;903;D1;1;1;0;23,5
2127;D310101;SPH014115;2;903;A;0;0;0;23,5
2128;D310101;SPH014890;4;903;A;1;1;0;23,5
2129;D310101;SPH018296;4;903;A;0,5;0,5;0;23,5
2130;D310101;TDV010306;2;903;A;1,5;1,5;0;23,5
2131;D310101;TDV015471;2;903;A;1,5;1,5;0;23,5
2132;D310101;TDV015473;2;903;A1;1;1;0;23,5
2133;D310101;TDV018332;1;903;A;0,5;0,5;0;23,5
2134;D310101;TDV020779;3;903;A;0,5;0,5;0;23,5
2135;D310101;TDV028426;1;903;A;1;1;0;23,5
2136;D310101;TDV029765;4;903;A;1;1;0;23,5
2137;D310101;TDV032974;1;903;A;0,5;0,5;0;23,5
2138;D310101;THP002593;1;903;D1;1;1;0;23,5
2139;D310101;THP005427;2;903;A1;1;1;0;23,5
2140;D310101;THP005825;3;903;A;1;1;0;23,5
2141;D310101;THP007285;1;903;A;0,5;0,5;0;23,5
2142;D310101;THP010686;1;903;A;0,5;0,5;0;23,5
2143;D310101;THP012176;2;903;A;0,5;0,5;0;23,5
2144;D310101;THP012202;3;903;A;1;1;0;23,5
2145;D310101;THP014245;1;903;A;0,5;0,5;0;23,5
2146;D310101;THP014869;3;903;A;0,5;0,5;0;23,5
2147;D310101;THV001681;2;903;A;1,5;1,5;0;23,5
2148;D310101;THV004783;2;903;A;3,5;3,5;0;23,5
2149;D310101;THV005043;3;903;A;0,5;0,5;0;23,5
2150;D310101;THV008281;4;903;A;1,5;1,5;0;23,5
2151;D310101;THV009437;3;903;A;1,5;1,5;0;23,5
2152;D310101;THV009809;1;903;A;3,5;3,5;0;23,5
2153;D310101;THV010780;1;903;A;0,5;0,5;0;23,5
2154;D310101;THV014994;3;903;A;1,5;1,5;0;23,5
2155;D310101;TLA001890;2;903;A;0;0;0;23,5
2156;D310101;TLA002322;3;903;A1;0;0;0;23,5
2157;D310101;TLA003033;2;903;A;1;1;0;23,5
2158;D310101;TLA006579;3;903;A;0;0;0;23,5
2159;D310101;TLA007634;1;903;D1;0;0;0;23,5
2160;D310101;TLA009355;2;903;A;1;1;0;23,5
2161;D310101;TLA011558;1;903;A;0,5;0,5;0;23,5
2162;D310101;TLA013517;1;903;A;0,5;0,5;0;23,5
2163;D310101;TND003509;1;903;A;3,5;3,5;0;23,5
2164;D310101;TND007094;1;903;D1;0,5;0,5;0;23,5
2165;D310101;TND010806;1;903;A;1,5;1,5;0;23,5
2166;D310101;TND012705;2;903;A;3,5;3,5;0;23,5
2167;D310101;TND014664;1;903;A;0,5;0,5;0;23,5
2168;D310101;TND016637;4;903;A;1,5;1,5;0;23,5
2169;D310101;TND026722;2;903;A;3,5;3,5;0;23,5
2170;D310101;TQU002875;1;903;A;1,5;1,5;0;23,5
2171;D310101;TTB002833;1;903;A;1,5;1,5;0;23,5
2172;D310101;TTB005905;1;903;A;1,5;1,5;0;23,5
2173;D310101;YTB001251;3;903;A;1;1;0;23,5
2174;D310101;YTB011904;4;903;A;1;1;0;23,5
2175;D310101;YTB013299;4;903;A;1;1;0;23,5
2176;D310101;YTB016775;2;903;A;1;1;0;23,5
2177;D310101;YTB019129;1;903;A;1;1;0;23,5
2178;D310101;BKA002044;2;1019;A;1;1;0;23,25
2179;D310101;BKA007834;1;1019;A;1;1;0;23,25
2180;D310101;BKA010661;3;1019;A1;0;0;0;23,25
2181;D310101;BKA012430;3;1019;A;1;1;0;23,25
2182;D310101;BKA014694;2;1019;A;1;1;0;23,25
2183;D310101;DCN003672;4;1019;D1;1;1;0;23,25
2184;D310101;DCN009805;4;1019;A;1;1;0;23,25
2185;D310101;DCN010416;1;1019;A;1;1;0;23,25
2186;D310101;DCN012763;2;1019;A;0,5;0,5;0;23,25
2187;D310101;HDT000621;3;1019;A;1;1;0;23,25
2188;D310101;HDT001679;3;1019;A;1,5;1,5;0;23,25
2189;D310101;HDT004314;1;1019;A;1;1;0;23,25
2190;D310101;HDT006599;1;1019;A;1;1;0;23,25
2191;D310101;HDT008035;1;1019;D1;1;1;0;23,25
2192;D310101;HDT011734;3;1019;D1;0,5;0,5;0;23,25
2193;D310101;HDT013021;1;1019;A;1;1;0;23,25
2194;D310101;HDT016803;2;1019;A;1;1;0;23,25
2195;D310101;HDT017043;1;1019;D1;1;1;0;23,25
2196;D310101;HDT018186;1;1019;D1;0,5;0,5;0;23,25
2197;D310101;HDT026423;3;1019;A;0,5;0,5;0;23,25
2198;D310101;HHA001119;1;1019;A1;0;0;0;23,25
2199;D310101;HHA001428;1;1019;A;0,5;0,5;0;23,25
2200;D310101;HHA001979;2;1019;A;1,5;1,5;0;23,25
2201;D310101;HHA003117;2;1019;A;1,5;1,5;0;23,25
2202;D310101;HHA003312;1;1019;A;0;0;0;23,25
2203;D310101;HHA008307;2;1019;A;0,5;0,5;0;23,25
2204;D310101;HHA008574;1;1019;B;0;0;0;23,25
2205;D310101;HHA008902;1;1019;D1;0;0;0;23,25
2206;D310101;HHA011984;1;1019;A;0;0;0;23,25
2207;D310101;HHA012942;1;1019;D1;0,5;0,5;0;23,25
2208;D310101;HVN001444;3;1019;A;0;0;0;23,25
2209;D310101;HVN001765;3;1019;D1;0;0;0;23,25
2210;D310101;HVN002126;1;1019;A;1;1;0;23,25
2211;D310101;HVN007561;1;1019;A;1;1;0;23,25
2212;D310101;HVN010900;1;1019;D1;0;0;0;23,25
2213;D310101;HVN011145;1;1019;A;0,5;0,5;0;23,25
2214;D310101;KHA000614;1;1019;D1;0,5;0,5;0;23,25
2215;D310101;KHA001146;2;1019;D1;0;0;0;23,25
2216;D310101;KHA002858;1;1019;A;0,5;0,5;0;23,25
2217;D310101;KHA003483;2;1019;A;0;0;0;23,25
2218;D310101;KHA007742;4;1019;A;1,5;1,5;0;23,25
2219;D310101;KHA009611;3;1019;A;1;1;0;23,25
2220;D310101;KHA010708;1;1019;D1;1;1;0;23,25
2221;D310101;KQH001288;2;1019;D1;1;1;0;23,25
2222;D310101;KQH004672;1;1019;A;0,5;0,5;0;23,25
2223;D310101;KQH007320;3;1019;A;0,5;0,5;0;23,25
2224;D310101;KQH008119;2;1019;A;0,5;0,5;0;23,25
2225;D310101;KQH008203;1;1019;A;0,5;0,5;0;23,25
2226;D310101;KQH012588;1;1019;A;3,5;3,5;0;23,25
2227;D310101;KQH015954;2;1019;A;0,5;0,5;0;23,25
2228;D310101;KQH016081;2;1019;A;1;1;0;23,25
2229;D310101;LNH002378;1;1019;A;3,5;3,5;0;23,25
2230;D310101;LNH007388;1;1019;A;0,5;0,5;0;23,25
2231;D310101;LNH009828;4;1019;A;0,5;0,5;0;23,25
2232;D310101;SPH001506;1;1019;A;0;0;0;23,25
2233;D310101;SPH005795;1;1019;D1;1,5;1,5;0;23,25
2234;D310101;SPH007564;1;1019;A;1;1;0;23,25
2235;D310101;SPH010804;1;1019;A;0;0;0;23,25
2236;D310101;SPH010889;3;1019;A;0;0;0;23,25
2237;D310101;SPH012822;1;1019;D1;0,5;0,5;0;23,25
2238;D310101;SPH015343;3;1019;A;0;0;0;23,25
2239;D310101;SPH015532;1;1019;A;3,5;3,5;0;23,25
2240;D310101;SPH017928;1;1019;D1;0,5;0,5;0;23,25
2241;D310101;SPH018183;4;1019;A;1;1;0;23,25
2242;D310101;SPH019491;1;1019;A;1;1;0;23,25
2243;D310101;TDV000559;2;1019;A;0,5;0,5;0;23,25
2244;D310101;TDV008906;1;1019;A;1;1;0;23,25
2245;D310101;TDV009880;1;1019;A;1,5;1,5;0;23,25
2246;D310101;TDV010025;1;1019;A;1;1;0;23,25
2247;D310101;TDV011661;1;1019;A;0,5;0,5;0;23,25
2248;D310101;TDV013080;1;1019;A;1,5;1,5;0;23,25
2249;D310101;TDV018208;2;1019;A;0,5;0,5;0;23,25
2250;D310101;TDV018370;1;1019;D1;0,5;0,5;0;23,25
2251;D310101;TDV018677;3;1019;A;1,5;1,5;0;23,25
2252;D310101;TDV018896;2;1019;A1;0,5;0,5;0;23,25
2253;D310101;TDV025692;3;1019;A;1,5;1,5;0;23,25
2254;D310101;THP000196;2;1019;A;1;1;0;23,25
2255;D310101;THP002807;1;1019;A;1;1;0;23,25
2256;D310101;THP003222;2;1019;A;1;1;0;23,25
2257;D310101;THP005386;4;1019;B;1;1;0;23,25
2258;D310101;THP005501;2;1019;A;1;1;0;23,25
2259;D310101;THP005572;3;1019;A;0,5;0,5;0;23,25
2260;D310101;THP006771;3;1019;A;1;1;0;23,25
2261;D310101;THP008669;3;1019;A1;1;1;0;23,25
2262;D310101;THP009651;1;1019;A;1;1;0;23,25
2263;D310101;THP011695;2;1019;A;0,5;0,5;0;23,25
2264;D310101;THP012335;1;1019;A;1;1;0;23,25
2265;D310101;THP013552;1;1019;A;1;1;0;23,25
2266;D310101;THP014017;1;1019;A;1;1;0;23,25
2267;D310101;THP015042;3;1019;A;1;1;0;23,25
2268;D310101;THP015415;4;1019;A;1;1;0;23,25
2269;D310101;THV006041;2;1019;A;1,5;1,5;0;23,25
2270;D310101;THV007659;2;1019;D1;0,5;0,5;0;23,25
2271;D310101;THV012289;2;1019;A;1,5;1,5;0;23,25
2272;D310101;THV013522;1;1019;A1;1,5;1,5;0;23,25
2273;D310101;TLA003938;2;1019;D1;0;0;0;23,25
2274;D310101;TLA004224;2;1019;D1;1;1;0;23,25
2275;D310101;TLA005843;1;1019;A;1;1;0;23,25
2276;D310101;TLA008552;4;1019;D1;0;0;0;23,25
2277;D310101;TLA008906;3;1019;A;1;1;0;23,25
2278;D310101;TLA012790;1;1019;A;0;0;0;23,25
2279;D310101;TND015636;3;1019;B;3,5;3,5;0;23,25
2280;D310101;TND021054;1;1019;A;1,5;1,5;0;23,25
2281;D310101;TND021136;1;1019;A;3,5;3,5;0;23,25
2282;D310101;TND022695;1;1019;A1;1,5;1,5;0;23,25
2283;D310101;TND029609;2;1019;A;1,5;1,5;0;23,25
2284;D310101;TQU000564;1;1019;A;1,5;1,5;0;23,25
2285;D310101;TQU004338;3;1019;D1;1,5;1,5;0;23,25
2286;D310101;TTB000760;2;1019;A1;0;0;0;23,25
2287;D310101;YTB001189;2;1019;A;0,5;0,5;0;23,25
2288;D310101;YTB004379;2;1019;A;1;1;0;23,25
2289;D310101;YTB008340;1;1019;A;1;1;0;23,25
2290;D310101;YTB008974;1;1019;A;1;1;0;23,25
2291;D310101;YTB010658;3;1019;A;0,5;0,5;0;23,25
2292;D310101;YTB012119;4;1019;A;1;1;0;23,25
2293;D310101;YTB015223;1;1019;A;1;1;0;23,25
2294;D310101;YTB015382;1;1019;A;1;1;0;23,25
2295;D310101;YTB020525;3;1019;A;1;1;0;23,25
2296;D310101;YTB023103;2;1019;A;1;1;0;23,25
2297;D310101;YTB025001;1;1019;A;1;1;0;23,25
2298;D310101;YTB025610;2;1019;A1;1;1;0;23,25
2299;D310101;BKA004019;3;1140;B;1;1;0;23
2300;D310101;BKA006813;1;1140;A;1;1;0;23
2301;D310101;BKA007067;2;1140;A;1;1;0;23
2302;D310101;BKA009898;2;1140;A;2;2;0;23
2303;D310101;BKA010012;3;1140;A;1;1;0;23
2304;D310101;DCN000051;3;1140;A;0,5;0,5;0;23
2305;D310101;DCN003355;1;1140;A;0,5;0,5;0;23
2306;D310101;DCN003558;1;1140;A;0,5;0,5;0;23
2307;D310101;DCN003779;2;1140;A;1;1;0;23
2308;D310101;DCN004062;1;1140;A;0,5;0,5;0;23
2309;D310101;DCN006973;4;1140;A;0,5;0,5;0;23
2310;D310101;DCN009969;2;1140;A;0,5;0,5;0;23
2311;D310101;DCT009883;3;1140;A;1;1;0;23
2312;D310101;DHU005473;2;1140;A;1;1;0;23
2313;D310101;HDT000553;1;1140;B;0,5;0,5;0;23
2314;D310101;HDT003652;2;1140;D1;1;1;0;23
2315;D310101;HDT003654;1;1140;A;1;1;0;23
2316;D310101;HDT006423;1;1140;A;1,5;1,5;0;23
2317;D310101;HDT010269;1;1140;A;1;1;0;23
2318;D310101;HDT010406;2;1140;A;1;1;0;23
2319;D310101;HDT011728;1;1140;A;1;1;0;23
2320;D310101;HDT016419;1;1140;A;1;1;0;23
2321;D310101;HDT018245;3;1140;D1;1;1;0;23
2322;D310101;HDT018974;2;1140;A;1,5;1,5;0;23
2323;D310101;HDT024531;2;1140;A;1;1;0;23
2324;D310101;HDT024638;1;1140;A1;1;1;0;23
2325;D310101;HDT025831;3;1140;A1;1,5;1,5;0;23
2326;D310101;HDT026474;1;1140;B;1;1;0;23
2327;D310101;HDT030391;1;1140;A;1,5;1,5;0;23
2328;D310101;HHA001764;1;1140;A;1;1;0;23
2329;D310101;HHA003394;1;1140;A;0;0;0;23
2330;D310101;HHA004451;4;1140;A1;0,5;0,5;0;23
2331;D310101;HHA010802;4;1140;D1;1;1;0;23
2332;D310101;HHA015934;2;1140;A1;1;1;0;23
2333;D310101;HVN007268;1;1140;A;1;1;0;23
2334;D310101;HVN008213;2;1140;A;1;1;0;23
2335;D310101;KHA002702;1;1140;A;1;1;0;23
2336;D310101;KHA004096;1;1140;B;1;1;0;23
2337;D310101;KHA004943;3;1140;A;0;0;0;23
2338;D310101;KHA005880;2;1140;A;1;1;0;23
2339;D310101;KHA007242;2;1140;A;0,5;0,5;0;23
2340;D310101;KHA008043;1;1140;A;0,5;0,5;0;23
2341;D310101;KQH005251;1;1140;D1;0,5;0,5;0;23
2342;D310101;LNH001571;1;1140;A;0,5;0,5;0;23
2343;D310101;SPH002718;2;1140;D1;1;1;0;23
2344;D310101;SPH002956;1;1140;A;0;0;0;23
2345;D310101;SPH006011;2;1140;D1;1;1;0;23
2346;D310101;SPH006460;3;1140;A;0;0;0;23
2347;D310101;SPH007539;3;1140;A;0,5;0,5;0;23
2348;D310101;SPH010313;2;1140;A;0,5;0,5;0;23
2349;D310101;SPH019090;1;1140;A;1;1;0;23
2350;D310101;SPH019850;2;1140;A;0,5;0,5;0;23
2351;D310101;TDV004525;1;1140;A;3,5;3,5;0;23
2352;D310101;TDV004753;1;1140;A;1;1;0;23
2353;D310101;TDV008908;1;1140;D1;1;1;0;23
2354;D310101;TDV017398;2;1140;D1;1,5;1,5;0;23
2355;D310101;TDV021828;2;1140;A;1,5;1,5;0;23
2356;D310101;TDV024034;2;1140;A;1;1;0;23
2357;D310101;TDV024719;3;1140;A;1,5;1,5;0;23
2358;D310101;TDV036755;1;1140;A;1,5;1,5;0;23
2359;D310101;THP000543;1;1140;A;1,5;1,5;0;23
2360;D310101;THP000573;1;1140;A;1;1;0;23
2361;D310101;THP002394;1;1140;A;1;1;0;23
2362;D310101;THP002634;2;1140;A;1;1;0;23
2363;D310101;THP004558;1;1140;D1;1;1;0;23
2364;D310101;THP004799;4;1140;A;1;1;0;23
2365;D310101;THP009443;1;1140;A;1;1;0;23
2366;D310101;THP012372;2;1140;A;1;1;0;23
2367;D310101;THP013399;3;1140;D1;1;1;0;23
2368;D310101;THP016508;2;1140;A;0,5;0,5;0;23
2369;D310101;THV004214;3;1140;A;1,5;1,5;0;23
2370;D310101;THV005288;3;1140;A;1,5;1,5;0;23
2371;D310101;THV005735;3;1140;D1;0,5;0,5;0;23
2372;D310101;THV005778;1;1140;D1;1,5;1,5;0;23
2373;D310101;THV008978;1;1140;A;3,5;3,5;0;23
2374;D310101;THV011420;1;1140;A;3,5;3,5;0;23
2375;D310101;THV013998;2;1140;A;1,5;1,5;0;23
2376;D310101;TLA001714;1;1140;B;0;0;0;23
2377;D310101;TLA007018;2;1140;A1;0;0;0;23
2378;D310101;TLA007330;3;1140;D1;0,5;0,5;0;23
2379;D310101;TLA010201;2;1140;D1;0;0;0;23
2380;D310101;TLA013395;2;1140;A;1,5;1,5;0;23
2381;D310101;TLA014096;1;1140;A1;1;1;0;23
2382;D310101;TND000255;1;1140;A;1,5;1,5;0;23
2383;D310101;TND001277;1;1140;A;1,5;1,5;0;23
2384;D310101;TND005506;1;1140;A1;0,5;0,5;0;23
2385;D310101;TND014306;2;1140;A;0,5;0,5;0;23
2386;D310101;TND022898;2;1140;D1;3,5;3,5;0;23
2387;D310101;TTB004217;2;1140;A1;3,5;3,5;0;23
2388;D310101;YTB002243;4;1140;D1;1;1;0;23
2389;D310101;YTB006212;2;1140;A;0,5;0,5;0;23
2390;D310101;YTB008355;2;1140;A;1;1;0;23
2391;D310101;YTB012267;1;1140;A;1;1;0;23
2392;D310101;YTB017085;3;1140;A;1;1;0;23
2393;D310101;YTB021506;4;1140;A;1;1;0;23
2394;D310101;YTB023915;4;1140;A;1;1;0;23
2395;D310101;BKA001189;1;1236;A;1;1;0;22,75
2396;D310101;BKA001727;2;1236;A1;1;1;0;22,75
2397;D310101;BKA004249;1;1236;A1;0;0;0;22,75
2398;D310101;DCN000581;2;1236;A;1;1;0;22,75
2399;D310101;DCN000681;1;1236;A;1,5;1,5;0;22,75
2400;D310101;DCN008284;2;1236;D1;0,5;0,5;0;22,75
2401;D310101;DCN008986;2;1236;A1;1;1;0;22,75
2402;D310101;DCN010875;1;1236;A;0,5;0,5;0;22,75
2403;D310101;HDT000549;1;1236;A;0,5;0,5;0;22,75
2404;D310101;HDT001240;2;1236;D1;1,5;1,5;0;22,75
2405;D310101;HDT006287;4;1236;A;1,5;1,5;0;22,75
2406;D310101;HDT007740;1;1236;A;1;1;0;22,75
2407;D310101;HDT016592;4;1236;B;0,5;0,5;0;22,75
2408;D310101;HDT017653;1;1236;A;1;1;0;22,75
2409;D310101;HDT024249;2;1236;A;1;1;0;22,75
2410;D310101;HDT024437;1;1236;A;1;1;0;22,75
2411;D310101;HDT024708;1;1236;A;0,5;0,5;0;22,75
2412;D310101;HDT026434;3;1236;A;1;1;0;22,75
2413;D310101;HDT030156;3;1236;A;1;1;0;22,75
2414;D310101;HDT030170;1;1236;A;1;1;0;22,75
2415;D310101;HHA002699;1;1236;D1;1,5;1,5;0;22,75
2416;D310101;HHA003931;3;1236;A;0,5;0,5;0;22,75
2417;D310101;HHA005092;2;1236;A;0;0;0;22,75
2418;D310101;HHA006225;3;1236;D1;0,5;0,5;0;22,75
2419;D310101;HHA010870;2;1236;B;0;0;0;22,75
2420;D310101;HHA014757;3;1236;A;0;0;0;22,75
2421;D310101;HHA015388;1;1236;A;0,5;0,5;0;22,75
2422;D310101;HVN000992;4;1236;A;0;0;0;22,75
2423;D310101;HVN005779;3;1236;A;1;1;0;22,75
2424;D310101;HVN009711;1;1236;A;0,5;0,5;0;22,75
2425;D310101;HVN011221;1;1236;B;0,5;0,5;0;22,75
2426;D310101;KHA001414;3;1236;A;1;1;0;22,75
2427;D310101;KHA005523;1;1236;A1;0;0;0;22,75
2428;D310101;KHA008006;2;1236;A;0,5;0,5;0;22,75
2429;D310101;KQH000111;1;1236;D1;0,5;0,5;0;22,75
2430;D310101;KQH016604;1;1236;B;1;1;0;22,75
2431;D310101;LNH005111;1;1236;A;3,5;3,5;0;22,75
2432;D310101;LNH008615;1;1236;A;1,5;1,5;0;22,75
2433;D310101;SPH000703;2;1236;D1;0;0;0;22,75
2434;D310101;SPH008131;2;1236;A1;0;0;0;22,75
2435;D310101;SPH012538;2;1236;A;0;0;0;22,75
2436;D310101;TDV003647;4;1236;B;1;1;0;22,75
2437;D310101;TDV007329;2;1236;A;1;1;0;22,75
2438;D310101;TDV012100;3;1236;A;1;1;0;22,75
2439;D310101;TDV016867;1;1236;B;1;1;0;22,75
2440;D310101;TDV019487;1;1236;A1;1,5;1,5;0;22,75
2441;D310101;TDV019575;1;1236;A;0,5;0,5;0;22,75
2442;D310101;TDV022466;2;1236;A1;1;1;0;22,75
2443;D310101;TDV031293;2;1236;D1;1;1;0;22,75
2444;D310101;THP002760;3;1236;D1;0,5;0,5;0;22,75
2445;D310101;THP004139;4;1236;A;0,5;0,5;0;22,75
2446;D310101;THP009978;1;1236;A;1;1;0;22,75
2447;D310101;THP011048;1;1236;A;1;1;0;22,75
2448;D310101;THP011926;1;1236;A;1;1;0;22,75
2449;D310101;THP015894;3;1236;A;1;1;0;22,75
2450;D310101;THV000268;2;1236;A1;0,5;0,5;0;22,75
2451;D310101;THV009257;2;1236;B;1,5;1,5;0;22,75
2452;D310101;THV013876;4;1236;D1;1;1;0;22,75
2453;D310101;TLA005813;1;1236;D1;1;1;0;22,75
2454;D310101;TLA007117;2;1236;A;0;0;0;22,75
2455;D310101;TLA008171;1;1236;A;0;0;0;22,75
2456;D310101;TLA015132;2;1236;A;0,5;0,5;0;22,75
2457;D310101;TND001445;1;1236;A;1,5;1,5;0;22,75
2458;D310101;TND005012;2;1236;A;3,5;3,5;0;22,75
2459;D310101;TND008816;3;1236;B;1;1;0;22,75
2460;D310101;TND015837;3;1236;D1;3,5;3,5;0;22,75
2461;D310101;TQU005459;1;1236;A1;1,5;1,5;0;22,75
2462;D310101;TTB003682;1;1236;A;1,5;1,5;0;22,75
2463;D310101;YTB006155;1;1236;B;1;1;0;22,75
2464;D310101;YTB012794;3;1236;A;1;1;0;22,75
2465;D310101;YTB012822;1;1236;A;1;1;0;22,75
2466;D310101;BKA004168;1;1307;A;0;0;0;22,5
2467;D310101;BKA009272;1;1307;A1;0;0;0;22,5
2468;D310101;BKA009643;1;1307;A;1;1;0;22,5
2469;D310101;BKA011495;1;1307;D1;0;0;0;22,5
2470;D310101;BKA012854;2;1307;A;1;1;0;22,5
2471;D310101;DCN000503;1;1307;A;1,5;1,5;0;22,5
2472;D310101;DCN010819;1;1307;A;1;1;0;22,5
2473;D310101;HDT008505;1;1307;A;1;1;0;22,5
2474;D310101;HDT019794;1;1307;A;1;1;0;22,5
2475;D310101;HDT029742;2;1307;A;1,5;1,5;0;22,5
2476;D310101;HHA008950;1;1307;A;0,5;0,5;0;22,5
2477;D310101;HHA012849;3;1307;A1;0;0;0;22,5
2478;D310101;HHA013423;1;1307;D1;0;0;0;22,5
2479;D310101;HVN001621;1;1307;A1;0;0;0;22,5
2480;D310101;KHA003618;1;1307;A;0,5;0,5;0;22,5
2481;D310101;KHA006420;2;1307;A;0,5;0,5;0;22,5
2482;D310101;KHA008132;2;1307;A;1;1;0;22,5
2483;D310101;KQH006803;3;1307;D1;1;1;0;22,5
2484;D310101;KQH008701;2;1307;A;0,5;0,5;0;22,5
2485;D310101;LNH000996;1;1307;D1;1,5;1,5;0;22,5
2486;D310101;LNH008676;1;1307;A;0,5;0,5;0;22,5
2487;D310101;LNH010494;2;1307;A;0,5;0,5;0;22,5
2488;D310101;NLS011341;1;1307;A;1,5;1,5;0;22,5
2489;D310101;SPH000950;2;1307;D1;0;0;0;22,5
2490;D310101;SPH007461;3;1307;A1;0,5;0,5;0;22,5
2491;D310101;SPH009371;1;1307;A;1;1;0;22,5
2492;D310101;SPH010293;1;1307;A;1;1;0;22,5
2493;D310101;SPH011114;2;1307;A;1;1;0;22,5
2494;D310101;SPH011960;2;1307;B;1;1;0;22,5
2495;D310101;SPH014156;1;1307;D1;0;0;0;22,5
2496;D310101;SPH015379;2;1307;A;0;0;0;22,5
2497;D310101;SPH019873;1;1307;A;1;1;0;22,5
2498;D310101;TDV008147;1;1307;A;0,5;0,5;0;22,5
2499;D310101;TDV008603;2;1307;D1;1;1;0;22,5
2500;D310101;THP002683;1;1307;A;0,5;0,5;0;22,5
2501;D310101;THP006422;1;1307;A;0,5;0,5;0;22,5
2502;D310101;THP007005;1;1307;A;1;1;0;22,5
2503;D310101;THP014181;4;1307;A;1;1;0;22,5
2504;D310101;THV000693;4;1307;A;1,5;1,5;0;22,5
2505;D310101;THV007860;1;1307;D1;3,5;3,5;0;22,5
2506;D310101;THV008617;2;1307;A;3,5;3,5;0;22,5
2507;D310101;THV013287;2;1307;A;2,5;2,5;0;22,5
2508;D310101;TLA000206;2;1307;D1;0;0;0;22,5
2509;D310101;TLA000992;1;1307;A;0,5;0,5;0;22,5
2510;D310101;TLA003557;2;1307;A;0;0;0;22,5
2511;D310101;TLA004152;3;1307;A;0,5;0,5;0;22,5
2512;D310101;TLA011336;1;1307;A;0;0;0;22,5
2513;D310101;TND026740;2;1307;A;0;0;0;22,5
2514;D310101;YTB000652;4;1307;D1;1;1;0;22,5
2515;D310101;YTB008383;2;1307;A1;1;1;0;22,5
2516;D310101;BKA013887;1;1357;A;0;0;0;22,25
2517;D310101;DCN009104;2;1357;A;0,5;0,5;0;22,25
2518;D310101;HDT011908;2;1357;A;0,5;0,5;0;22,25
2519;D310101;HDT013699;4;1357;A;1,5;1,5;0;22,25
2520;D310101;HDT021273;1;1357;A;1;1;0;22,25
2521;D310101;HDT025213;4;1357;A;1;1;0;22,25
2522;D310101;HHA000236;1;1357;A;0;0;0;22,25
2523;D310101;HHA002920;1;1357;A;0;0;0;22,25
2524;D310101;HHA011471;3;1357;A;0,5;0,5;0;22,25
2525;D310101;HHA013648;2;1357;A1;0;0;0;22,25
2526;D310101;HHA014583;2;1357;A;0,5;0,5;0;22,25
2527;D310101;HVN003335;1;1357;A;1;1;0;22,25
2528;D310101;KHA001845;1;1357;A;1;1;0;22,25
2529;D310101;KHA004923;2;1357;D1;0,5;0,5;0;22,25
2530;D310101;KHA005530;1;1357;A;0;0;0;22,25
2531;D310101;KHA008962;2;1357;D1;1;1;0;22,25
2532;D310101;KQH003388;1;1357;A;0,5;0,5;0;22,25
