STT;Ma nganh;SBD;NV;Xep hang;Khoi xet tuyen;Diem uu tien;Diem uu tien quy doi;Diem KK;Tong diem
463;D110106;KHA001581;3;185;A1;0;0;0;21,5
464;D110106;KHA006098;2;185;D1;0;0;0;21,5
465;D110106;SPH003978;1;185;A;0;0;0;21,5
466;D110106;THV012837;3;185;A;1,5;1,5;0;21,5
467;D110106;THV013814;1;185;A;1,5;1,5;0;21,5
468;D110106;TND028163;1;185;A;3,5;3,5;0;21,5
469;D110106;DCN007152;1;192;A;1;1;0;21,25
470;D110106;SPH018949;3;192;D1;0;0;0;21,25
471;D110106;TND005995;4;192;A;0,5;0,5;0;21,25
472;D110106;YTB002326;3;192;A;1;1;0;21,25
473;D110106;HDT028325;4;196;D1;3,5;3,5;0;21
474;D110106;HHA002606;4;196;B;0;0;0;21
475;D110106;LNH001117;2;196;B;0,5;0,5;0;21
476;D110106;TDV009678;1;196;A;0,5;0,5;0;21
477;D110106;TND028934;3;196;B;0,5;0,5;0;21
478;D110106;KQH014915;2;201;A;0,5;0,5;0;20,75
479;D110106;TLA005254;1;201;A;0;0;0;20,75
480;D110106;HDT015405;3;203;A;1;1;0;20,5
481;D110106;HHA008324;4;203;D1;0;0;0;20,5
482;D110106;HVN002609;2;203;A1;0,5;0,5;0;20,5
483;D110106;TLA014372;2;203;A1;0;0;0;20,5
484;D110106;TDV006744;2;207;A;1,5;1,5;0;20,25
485;D110106;TLA002195;2;207;A1;0;0;0;20,25
486;D110106;BKA002381;2;209;D1;0;0;0;20
487;D110107;KHA011664;4;1;A;0,5;0,5;0;27,5
488;D110107;HDT021646;4;2;A;3,5;3,5;0;26,75
489;D110107;TDV021516;4;2;A;0,5;0,5;0;26,75
490;D110107;HHA005293;3;4;A;1;1;0;26,25
491;D110107;THV010627;3;5;A;1,5;1,5;0;26
492;D110107;TND007573;4;6;A;3,5;3,5;0;25,75
493;D110107;HDT004116;4;7;A;1;1;0;25,5
494;D110107;THV001658;4;7;A;3,5;3,5;0;25,5
495;D110107;THV015423;3;7;A;3,5;3,5;0;25,5
496;D110107;TND024966;4;7;A;3,5;3,5;0;25,5
497;D110107;SPH005988;4;11;A;1,5;1,5;0;25,25
498;D110107;THV013523;4;11;A;1,5;1,5;0;25,25
499;D110107;YTB002074;4;11;A;1;1;0;25,25
500;D110107;HHA011953;4;14;A;2,5;2,5;0;25
501;D110107;TDV018708;4;14;A;1;1;0;25
502;D110107;THP006239;4;14;A;1;1;0;25
503;D110107;YTB000893;2;14;A;1;1;0;25
504;D110107;HDT012160;4;18;A;1,5;1,5;0;24,75
505;D110107;HDT012331;4;18;A;1;1;0;24,75
506;D110107;HDT028352;4;18;A;1,5;1,5;0;24,75
507;D110107;KQH008004;3;18;A;0,5;0,5;0;24,75
508;D110107;TDV027456;4;18;A;1;1;0;24,75
509;D110107;TDV035768;4;18;A;1;1;0;24,75
510;D110107;THP010887;4;18;A;0,5;0,5;0;24,75
511;D110107;YTB006966;3;18;A;1;1;0;24,75
512;D110107;YTB022144;3;18;A;2;2;0;24,75
513;D110107;DCN007201;2;27;A;0,5;0,5;0;24,5
514;D110107;HDT010811;4;27;A;0,5;0,5;0;24,5
515;D110107;HDT017092;3;27;A;1,5;1,5;0;24,5
516;D110107;HHA015225;3;27;A;1,5;1,5;0;24,5
517;D110107;SPH007782;3;27;A;0,5;0,5;0;24,5
518;D110107;SPH013175;4;27;A;1;1;0;24,5
519;D110107;TLA012716;4;27;A;0;0;0;24,5
520;D110107;HDT020991;3;34;D1;1,5;1,5;0;24,25
521;D110107;HHA009667;4;34;A;0,5;0,5;0;24,25
522;D110107;SPH013525;4;34;A;1;1;0;24,25
523;D110107;TDV009630;4;34;A1;1;1;0;24,25
524;D110107;THP005208;3;34;A;1;1;0;24,25
525;D110107;THV006865;4;34;A;1,5;1,5;0;24,25
526;D110107;THV010213;2;34;A;1,5;1,5;0;24,25
527;D110107;HDT016666;2;41;D1;1;1;0;24
528;D110107;HHA015044;4;41;A1;0,5;0,5;0;24
529;D110107;HHA015947;4;41;A;0;0;0;24
530;D110107;HVN007152;3;41;A;1;1;0;24
531;D110107;HVN012072;4;41;A;0;0;0;24
532;D110107;KHA005599;4;41;D1;0;0;0;24
533;D110107;KQH001639;3;41;A;1;1;0;24
534;D110107;SPH000876;4;41;A;0;0;0;24
535;D110107;SPH010266;4;41;A;0,5;0,5;0;24
536;D110107;THV006859;1;41;B;1,5;1,5;0;24
537;D110107;THV011306;2;41;A;3,5;3,5;0;24
538;D110107;THV012480;4;41;A;1,5;1,5;0;24
539;D110107;TLA010047;3;41;A;0;0;0;24
540;D110107;TND019731;3;41;D1;1,5;1,5;0;24
541;D110107;YTB006916;4;41;A;1;1;0;24
542;D110107;YTB011009;3;41;A;1;1;0;24
543;D110107;YTB017661;3;41;A;1;1;0;24
544;D110107;YTB019671;4;41;A;1;1;0;24
545;D110107;BKA010587;3;59;A;1;1;0;23,75
546;D110107;DCN007137;3;59;A;1;1;0;23,75
547;D110107;DCN011940;4;59;D1;0;0;0;23,75
548;D110107;HDT008472;4;59;A;1;1;0;23,75
549;D110107;HDT011417;4;59;A;1,5;1,5;0;23,75
550;D110107;KHA001528;3;59;A;1;1;0;23,75
551;D110107;SPH006044;2;59;A;0;0;0;23,75
552;D110107;SPH008340;4;59;A;1;1;0;23,75
553;D110107;SPH013015;4;59;B;0,5;0,5;0;23,75
554;D110107;TDV009100;4;59;A;1,5;1,5;0;23,75
555;D110107;TDV011897;4;59;A;0,5;0,5;0;23,75
556;D110107;TDV024249;4;59;A;0,5;0,5;0;23,75
557;D110107;TDV030602;4;59;A;1;1;0;23,75
558;D110107;THV000808;4;59;A;1,5;1,5;0;23,75
559;D110107;THV006125;3;59;A;1,5;1,5;0;23,75
560;D110107;THV013569;4;59;A;1,5;1,5;0;23,75
561;D110107;TND016601;4;59;A;0,5;0,5;0;23,75
562;D110107;TND017793;4;59;D1;3,5;3,5;0;23,75
563;D110107;TND024350;4;59;A;3,5;3,5;0;23,75
564;D110107;YTB008509;4;59;A;2;2;0;23,75
565;D110107;YTB009619;3;59;A;1;1;0;23,75
566;D110107;BKA006602;4;80;A;1;1;0;23,5
567;D110107;DCN003382;3;80;D1;0,5;0,5;0;23,5
568;D110107;HDT006581;4;80;D1;1;1;0;23,5
569;D110107;HDT016858;4;80;A;0,5;0,5;0;23,5
570;D110107;HHA003288;1;80;A;1,5;1,5;0;23,5
571;D110107;HHA013839;4;80;A;1;1;0;23,5
572;D110107;KHA001115;3;80;A;0,5;0,5;0;23,5
573;D110107;KHA008520;2;80;A;0,5;0,5;0;23,5
574;D110107;SPH013255;2;80;D1;0;0;0;23,5
575;D110107;TDV026085;3;80;A;1,5;1,5;0;23,5
576;D110107;TDV029765;2;80;A;1;1;0;23,5
577;D110107;TDV032974;4;80;A;0,5;0,5;0;23,5
578;D110107;THP007285;4;80;A;0,5;0,5;0;23,5
579;D110107;THP010686;4;80;A;0,5;0,5;0;23,5
580;D110107;THV001681;4;80;A;1,5;1,5;0;23,5
581;D110107;TLA007634;4;80;D1;0;0;0;23,5
582;D110107;TND003509;4;80;A;3,5;3,5;0;23,5
583;D110107;YTB012177;2;80;A1;1;1;0;23,5
584;D110107;BKA001650;4;98;D1;1;1;0;23,25
585;D110107;DCN010416;3;98;A;1;1;0;23,25
586;D110107;HHA003312;2;98;A;0;0;0;23,25
587;D110107;HHA005306;3;98;A;0;0;0;23,25
588;D110107;HHA011851;1;98;A;0;0;0;23,25
589;D110107;KHA000614;2;98;D1;0,5;0,5;0;23,25
590;D110107;KQH000527;3;98;A;0,5;0,5;0;23,25
591;D110107;KQH001038;3;98;A;0,5;0,5;0;23,25
592;D110107;LNH007388;4;98;A;0,5;0,5;0;23,25
593;D110107;SPH019491;3;98;A;1;1;0;23,25
594;D110107;SPH019658;2;98;D1;0;0;0;23,25
595;D110107;TDV013080;3;98;A;1,5;1,5;0;23,25
596;D110107;TDV018677;4;98;A;1,5;1,5;0;23,25
597;D110107;THP013552;4;98;A;1;1;0;23,25
598;D110107;THP017156;4;98;D1;1;1;0;23,25
599;D110107;THV012289;3;98;A;1,5;1,5;0;23,25
600;D110107;TLA005843;4;98;A;1;1;0;23,25
601;D110107;TLA012790;3;98;A;0;0;0;23,25
602;D110107;TND021136;2;98;A;3,5;3,5;0;23,25
603;D110107;TQU005595;2;98;A;1,5;1,5;0;23,25
604;D110107;TTB000760;4;98;A1;0;0;0;23,25
605;D110107;YTB023103;4;98;A;1;1;0;23,25
606;D110107;YTB025610;4;98;A1;1;1;0;23,25
607;D110107;BKA006813;3;121;A;1;1;0;23
608;D110107;BKA010002;3;121;A;1;1;0;23
609;D110107;DCN004062;3;121;A;0,5;0,5;0;23
610;D110107;DHU005473;4;121;A;1;1;0;23
611;D110107;HHA003716;1;121;D1;1,5;1,5;0;23
612;D110107;HHA004451;2;121;A1;0,5;0,5;0;23
613;D110107;KHA004943;2;121;A;0;0;0;23
614;D110107;KHA007242;3;121;A;0,5;0,5;0;23
615;D110107;KHA008043;3;121;A;0,5;0,5;0;23
616;D110107;LNH001571;2;121;A;0,5;0,5;0;23
617;D110107;SPH002956;3;121;A;0;0;0;23
618;D110107;SPH010821;4;121;D1;0;0;0;23
619;D110107;SPH016821;1;121;D1;0;0;0;23
620;D110107;TDV013737;3;121;D1;1,5;1,5;0;23
621;D110107;TDV019815;3;121;A1;1;1;0;23
622;D110107;TDV032935;2;121;D1;0,5;0,5;0;23
623;D110107;THP010960;3;121;A;2;2;0;23
624;D110107;THP016380;2;121;A;0;0;0;23
625;D110107;THP016508;4;121;A;0,5;0,5;0;23
626;D110107;THV004214;4;121;A;1,5;1,5;0;23
627;D110107;THV005288;4;121;A;1,5;1,5;0;23
628;D110107;TLA011374;3;121;D1;0;0;0;23
629;D110107;TND005506;4;121;A1;0,5;0,5;0;23
630;D110107;TND012463;3;121;A1;3,5;3,5;0;23
631;D110107;YTB012267;4;121;A;1;1;0;23
632;D110107;BKA010305;3;146;A1;0;0;0;22,75
633;D110107;BKA013718;3;146;D1;0;0;0;22,75
634;D110107;BKA014271;3;146;A;0;0;0;22,75
635;D110107;DCN010875;3;146;A;0,5;0,5;0;22,75
636;D110107;HDT000549;4;146;A;0,5;0,5;0;22,75
637;D110107;HDT002932;3;146;A;1;1;0;22,75
638;D110107;HDT024437;4;146;A;1;1;0;22,75
639;D110107;HHA005092;4;146;A;0;0;0;22,75
640;D110107;KHA005523;3;146;A1;0;0;0;22,75
641;D110107;KHA005873;4;146;D1;1;1;0;22,75
642;D110107;KHA010560;2;146;A;0,5;0,5;0;22,75
643;D110107;SPH000703;4;146;D1;0;0;0;22,75
644;D110107;SPH006561;3;146;A;1,5;1,5;0;22,75
645;D110107;SPH006815;4;146;D1;0;0;0;22,75
646;D110107;SPH011098;3;146;A;0;0;0;22,75
647;D110107;TDV016867;4;146;B;1;1;0;22,75
648;D110107;THP014400;2;146;A;0,5;0,5;0;22,75
649;D110107;THV000268;4;146;A1;0,5;0,5;0;22,75
650;D110107;TLA005813;3;146;D1;1;1;0;22,75
651;D110107;TND001445;4;146;A;1,5;1,5;0;22,75
652;D110107;TTB003732;1;146;A;3,5;3,5;0;22,75
653;D110107;YTB006155;4;146;B;1;1;0;22,75
654;D110107;YTB012822;3;146;A;1;1;0;22,75
655;D110107;BKA004168;3;169;A;0;0;0;22,5
656;D110107;BKA004249;3;169;A;0;0;0;22,5
657;D110107;BKA008922;3;169;A1;0;0;0;22,5
658;D110107;BKA010605;2;169;A;1;1;0;22,5
659;D110107;BKA012597;3;169;A;1,5;1,5;0;22,5
660;D110107;HDT000698;1;169;A;1;1;0;22,5
661;D110107;HDT007905;4;169;B;0,5;0,5;0;22,5
662;D110107;HDT008800;3;169;A;1;1;0;22,5
663;D110107;HHA001433;3;169;A1;0,5;0,5;0;22,5
664;D110107;HHA001666;1;169;D1;1;1;0;22,5
665;D110107;HHA005754;1;169;A;0,5;0,5;0;22,5
666;D110107;KHA003618;3;169;A;0,5;0,5;0;22,5
667;D110107;LNH000996;4;169;D1;1,5;1,5;0;22,5
668;D110107;NLS011341;3;169;A;1,5;1,5;0;22,5
669;D110107;TDV035641;3;169;D1;1;1;0;22,5
670;D110107;THV007860;4;169;D1;3,5;3,5;0;22,5
671;D110107;TND016081;1;169;D1;3,5;3,5;0;22,5
672;D110107;TTB004046;4;169;A;3,5;3,5;0;22,5
673;D110107;TTB007037;2;169;D1;1,5;1,5;0;22,5
674;D110107;BKA003435;1;188;A;0;0;0;22,25
675;D110107;HDT011908;3;188;A;0,5;0,5;0;22,25
676;D110107;HDT013699;2;188;A;1,5;1,5;0;22,25
677;D110107;HDT025213;1;188;A;1;1;0;22,25
678;D110107;HHA006252;1;188;A1;1,5;1,5;0;22,25
679;D110107;HHA013648;3;188;A1;0;0;0;22,25
680;D110107;KQH003388;2;188;A;0,5;0,5;0;22,25
681;D110107;SPH004824;3;188;D1;0;0;0;22,25
682;D110107;TDV004250;4;188;A;0,5;0,5;0;22,25
683;D110107;TDV016253;4;188;A1;1,5;1,5;0;22,25
684;D110107;TLA012518;3;188;D1;0;0;0;22,25
685;D110107;TLA015897;3;188;D1;0;0;0;22,25
686;D110107;YTB002923;2;188;A;1;1;0;22,25
687;D110107;YTB017369;4;188;A;1;1;0;22,25
688;D110107;BKA007445;4;202;A;0;0;0;22
689;D110107;DCN012777;2;202;A;0,5;0,5;0;22
690;D110107;HHA010778;4;202;D1;1,5;1,5;0;22
691;D110107;HHA013015;3;202;A1;1,5;1,5;0;22
692;D110107;HHA015285;2;202;A1;0,5;0,5;0;22
693;D110107;HHA016056;4;202;B;0,5;0,5;0;22
694;D110107;HVN005720;2;202;A;1;1;0;22
695;D110107;KQH011069;2;202;A;0,5;0,5;0;22
696;D110107;SPH009825;2;202;A1;0;0;0;22
697;D110107;TDV010068;3;202;A;1,5;1,5;0;22
698;D110107;THP003177;2;202;A;1;1;0;22
699;D110107;THV014113;3;202;D1;1,5;1,5;0;22
700;D110107;TTB007228;2;202;A;1,5;1,5;0;22
701;D110107;YTB000263;4;202;A;1;1;0;22
702;D110107;YTB016628;4;202;A;1;1;0;22
703;D110107;YTB017614;4;202;A;1;1;0;22
704;D110107;BKA004244;2;218;D1;0,5;0,5;0;21,75
705;D110107;BKA005947;4;218;A;1;1;0;21,75
706;D110107;DCN010228;3;218;A;1;1;0;21,75
707;D110107;HDT002553;3;218;A;0,5;0,5;0;21,75
708;D110107;HDT009710;4;218;D1;0,5;0,5;0;21,75
709;D110107;HDT025680;2;218;A;1,5;1,5;0;21,75
710;D110107;HHA013225;4;218;A;0;0;0;21,75
711;D110107;KQH004444;4;218;A1;1;1;0;21,75
712;D110107;LNH000166;4;218;A;0,5;0,5;0;21,75
713;D110107;LNH010515;4;218;B;0,5;0,5;0;21,75
714;D110107;SPH009360;3;218;A;0,5;0,5;0;21,75
715;D110107;SPH010528;4;218;A1;0;0;0;21,75
716;D110107;SPH015727;3;218;A;1;1;0;21,75
717;D110107;TDV029024;3;218;A;0,5;0,5;0;21,75
718;D110107;THP008004;3;218;A;0,5;0,5;0;21,75
719;D110107;THP008321;2;218;A;0,5;0,5;0;21,75
720;D110107;THV015578;1;218;A;1,5;1,5;0;21,75
721;D110107;TLA000404;3;218;D1;0;0;0;21,75
722;D110107;TLA010518;4;218;D1;0;0;0;21,75
723;D110107;TLA012587;4;218;A;0;0;0;21,75
724;D110107;TLA013905;4;218;A;0,5;0,5;0;21,75
725;D110107;TLA013939;4;218;D1;0;0;0;21,75
726;D110107;TLA015742;3;218;A;1;1;0;21,75
727;D110107;TND019708;4;218;A;1,5;1,5;0;21,75
728;D110107;TND027879;1;218;A;3,5;3,5;0;21,75
729;D110107;BKA008421;4;243;A;1;1;0;21,5
730;D110107;DCN003399;4;243;B;0,5;0,5;0;21,5
731;D110107;DCN012865;3;243;A;1;1;0;21,5
732;D110107;HVN003754;3;243;A1;0;0;0;21,5
733;D110107;KHA001581;1;243;A1;0;0;0;21,5
734;D110107;KHA006098;3;243;D1;0;0;0;21,5
735;D110107;KQH001928;3;243;A;1;1;0;21,5
736;D110107;SPH000832;2;243;D1;0;0;0;21,5
737;D110107;SPH003978;2;243;A;0;0;0;21,5
738;D110107;SPH010881;2;243;A;0;0;0;21,5
739;D110107;TDV034112;1;243;A;1;1;0;21,5
740;D110107;THV012837;1;243;A;1,5;1,5;0;21,5
741;D110107;TLA015354;2;243;A1;0;0;0;21,5
742;D110107;TND022924;4;243;A;3,5;3,5;0;21,5
743;D110107;TND028163;3;243;A;3,5;3,5;0;21,5
744;D110107;TQU001717;3;243;A;1,5;1,5;0;21,5
745;D110107;TQU002234;3;243;A;1,5;1,5;0;21,5
746;D110107;DCN007152;3;260;A;1;1;0;21,25
747;D110107;KHA000018;2;260;D1;0;0;0;21,25
748;D110107;LNH002784;3;260;A;3,5;3,5;0;21,25
749;D110107;TDV002148;2;260;A;1,5;1,5;0;21,25
750;D110107;THP007374;4;260;A;0,5;0,5;0;21,25
751;D110107;TLA009744;2;260;A;0;0;0;21,25
752;D110107;YTB002326;4;260;A;1;1;0;21,25
753;D110107;HDT009994;3;267;A;1;1;0;21
754;D110107;HDT019022;3;267;A;3,5;3,5;0;21
755;D110107;HDT028325;2;267;D1;3,5;3,5;0;21
756;D110107;HDT030157;2;267;B;1;1;0;21
757;D110107;KHA000872;4;267;A;0,5;0,5;0;21
758;D110107;KHA003539;1;267;A;0;0;0;21
759;D110107;KHA004370;2;267;D1;0;0;0;21
760;D110107;KHA004431;1;267;D1;0;0;0;21
761;D110107;THP005007;1;267;B;1;1;0;21
762;D110107;THP009317;4;267;D1;0,5;0,5;0;21
763;D110107;TLA012167;3;267;A1;0;0;0;21
764;D110107;TND003598;1;278;A;1,5;1,5;0;20,75
765;D110107;HDT015405;1;279;A;1;1;0;20,5
766;D110107;HHA005588;1;279;B;0,5;0,5;0;20,5
767;D110107;HHA008324;2;279;D1;0;0;0;20,5
768;D110107;HVN002609;3;279;A1;0,5;0,5;0;20,5
769;D110107;KHA002475;2;279;A;0;0;0;20,5
770;D110107;SPH014765;2;279;D1;0,5;0,5;0;20,5
771;D110107;HDT024110;3;285;A;3,5;3,5;0;20,25
772;D110107;TDV006744;3;285;A;1,5;1,5;0;20,25
773;D110107;HDT023568;3;287;A;1;1;0;20
774;D110107;KHA003419;2;287;A1;0,5;0,5;0;20
775;D110107;KHA006720;1;287;D1;0;0;0;20
776;D110107;TDV032502;1;287;D1;0,5;0,5;0;20
777;D110107;TLA011598;1;287;B;0;0;0;20
778;D110107;TLA000388;2;292;A;0;0;0;19,75
779;D110109;TND019439;4;1;A1;3,5;3,5;0;27,75
780;D110109;HDT007741;4;2;D1;0,5;0,5;0;26,5
781;D110109;KHA005734;1;3;A1;0;0;0;26
782;D110109;TDV016196;3;3;A1;1;1;0;26
783;D110109;DHU015156;2;5;A;1;1;0;25,5
784;D110109;THP013400;1;5;A;1;1;0;25,5
785;D110109;KHA010674;1;7;A1;0;0;0;25,25
786;D110109;SPH003000;1;7;D1;0;0;0;25,25
787;D110109;BKA006527;3;9;D1;0,5;0,5;0;25
788;D110109;KQH010738;4;9;A;1;1;0;25
789;D110109;TDV035318;2;9;A;0,5;0,5;0;25
790;D110109;TND024593;1;9;A;1,5;1,5;0;25
791;D110109;DCN008408;2;13;A;0,5;0,5;0;24,75
792;D110109;TDV028061;1;13;D1;1;1;0;24,75
793;D110109;TLA003398;1;13;A;0;0;0;24,75
794;D110109;TLA004039;3;13;D1;0;0;0;24,75
795;D110109;DCN002904;1;17;A1;0,5;0,5;0;24,5
796;D110109;KHA008451;2;17;A;0,5;0,5;0;24,5
797;D110109;TDV015251;1;17;B;0,5;0,5;0;24,5
798;D110109;TLA000570;1;17;A1;0;0;0;24,5
799;D110109;TND026468;3;17;A;1,5;1,5;0;24,5
800;D110109;YTB014519;3;17;A;1;1;0;24,5
801;D110109;HDT020991;1;23;D1;1,5;1,5;0;24,25
802;D110109;TDV028323;1;23;A;1;1;0;24,25
803;D110109;BKA010327;4;25;D1;1;1;0;24
804;D110109;HHA005249;1;25;A1;0;0;0;24
805;D110109;KQH001280;1;25;D1;0,5;0,5;0;24
806;D110109;TLA006534;1;25;A;0;0;0;24
807;D110109;DCN011940;1;29;D1;0;0;0;23,75
808;D110109;HDT024762;4;29;A;1,5;1,5;0;23,75
809;D110109;HDT024832;2;29;A;1;1;0;23,75
810;D110109;HVN012117;4;29;A1;0;0;0;23,75
811;D110109;KHA008231;1;29;A;0;0;0;23,75
812;D110109;KHA011507;1;29;A;1,5;1,5;0;23,75
813;D110109;LNH004983;2;29;A;0,5;0,5;0;23,75
814;D110109;SPH009206;1;29;A1;0;0;0;23,75
815;D110109;SPH010454;2;29;A1;0;0;0;23,75
816;D110109;TDV020003;4;29;A;0,5;0,5;0;23,75
817;D110109;THV003012;1;29;A;1,5;1,5;0;23,75
818;D110109;TLA007673;1;29;D1;0;0;0;23,75
819;D110109;YTB016867;1;29;A;1;1;0;23,75
820;D110109;BKA007415;1;42;D1;0;0;0;23,5
821;D110109;KHA000748;1;42;D1;0;0;0;23,5
822;D110109;SPH008176;1;42;A1;1;1;0;23,5
823;D110109;THP005427;4;42;A1;1;1;0;23,5
824;D110109;TLA014973;3;42;A;0;0;0;23,5
825;D110109;YTB001251;1;42;A;1;1;0;23,5
826;D110109;BKA010661;1;48;A1;0;0;0;23,25
827;D110109;HHA014799;2;48;D1;0,5;0,5;0;23,25
828;D110109;HVN004754;1;48;D1;0,5;0,5;0;23,25
829;D110109;KHA000240;1;48;D1;0;0;0;23,25
830;D110109;KHA001146;4;48;D1;0;0;0;23,25
831;D110109;KHA003483;1;48;A;0;0;0;23,25
832;D110109;SPH010707;2;48;D1;1;1;0;23,25
833;D110109;TND021762;1;48;A;1,5;1,5;0;23,25
834;D110109;HDT013782;3;56;A;1;1;0;23
835;D110109;KQH005007;2;56;A1;0,5;0,5;0;23
836;D110109;SPH010777;4;56;D1;0;0;0;23
837;D110109;THV013998;1;56;A;1,5;1,5;0;23
838;D110109;TLA001714;3;56;B;0;0;0;23
839;D110109;TND014345;1;56;D1;0,5;0,5;0;23
840;D110109;BKA008868;1;62;D1;0;0;0;22,75
841;D110109;BKA010305;1;62;A1;0;0;0;22,75
842;D110109;HHA003380;4;62;A;0;0;0;22,75
843;D110109;HHA014975;1;62;A1;0;0;0;22,75
844;D110109;SPH001771;4;62;D1;0;0;0;22,75
845;D110109;TLA010231;4;62;D1;0;0;0;22,75
846;D110109;HVN009787;1;68;A1;0;0;0;22,25
847;D110109;KQH014788;1;68;D1;0,5;0,5;0;22,25
848;D110109;TLA007650;3;68;D1;0;0;0;22,25
849;D110109;TLA013306;2;68;A;0;0;0;22,25
850;D110109;TLA000846;1;72;A1;0,5;0,5;0;22
851;D110109;HHA012491;1;73;D1;0;0;0;21,5
852;D110109;KHA001440;2;73;D1;0;0;0;21,5
853;D110109;SPH012336;2;73;A1;0;0;0;21,5
854;D110109;KHA004928;1;76;B;0,5;0,5;0;21,25
855;D110109;BKA000422;2;77;A1;0;0;0;18
856;D110110;KHA005734;4;1;A1;0;0;0;35,25
857;D110110;KHA010674;3;2;A1;0;0;0;34,75
858;D110110;SPH013582;2;2;D1;0;0;0;34,75
859;D110110;SPH000101;2;4;A1;0;0;0;34,5
860;D110110;SPH010052;1;5;D1;0;0;0;34,25
861;D110110;SPH012385;4;6;A1;0;0;0;33,5
862;D110110;LNH009981;4;7;D1;0,5;0,67;0;33,42
863;D110110;HHA002732;1;8;D1;2,5;3,33;0;33,33
864;D110110;TLA007673;3;9;D1;0;0;0;32,75
865;D110110;HDT020991;4;10;D1;1,5;2;0;32,5
866;D110110;THV002224;2;10;D1;1,5;2;0;32,5
867;D110110;THV005778;4;10;D1;1,5;2;0;32,5
868;D110110;SPH000273;3;13;A1;0;0;0;32,25
869;D110110;SPH011562;2;13;D1;0;0;0;32,25
870;D110110;DCN002904;2;15;A1;0,5;0,67;0;32,17
871;D110110;HHA014799;4;15;D1;0,5;0,67;0;32,17
872;D110110;LNH000397;1;15;A1;0,5;0,67;0;32,17
873;D110110;KHA009159;4;18;D1;0;0;0;32
874;D110110;KHA011496;2;18;D1;0;0;0;32
875;D110110;SPH003597;3;18;D1;0;0;0;32
876;D110110;SPH004212;2;18;A1;0;0;0;32
877;D110110;SPH010777;2;18;D1;0;0;0;32
878;D110110;TND007971;4;23;D1;0,5;0,67;0;31,92
879;D110110;SPH000660;2;24;D1;0;0;0;31,75
880;D110110;SPH005309;1;24;D1;0;0;0;31,75
881;D110110;TLA014917;1;24;D1;0;0;0;31,75
882;D110110;TLA015784;1;24;D1;0;0;0;31,75
883;D110110;HVN004754;4;28;D1;0,5;0,67;0;31,67
884;D110110;TND014345;4;28;D1;0,5;0,67;0;31,67
885;D110110;BKA007415;4;30;D1;0;0;0;31,5
886;D110110;KHA000748;2;30;D1;0;0;0;31,5
887;D110110;KHA004546;2;30;D1;0;0;0;31,5
888;D110110;SPH013255;3;30;D1;0;0;0;31,5
889;D110110;TLA002388;1;30;D1;0;0;0;31,5
890;D110110;YTB013008;1;35;D1;0,5;0,67;0;31,42
891;D110110;SPH009206;4;36;A1;0;0;0;31,25
892;D110110;THV013268;2;36;A1;1,5;2;0;31,25
893;D110110;TLA010231;1;36;D1;0;0;0;31,25
894;D110110;TLA010842;1;36;D1;0;0;0;31,25
895;D110110;SPH011656;1;40;D1;0,5;0,67;0;31,17
896;D110110;YTB017663;2;40;D1;0,5;0,67;0;31,17
897;D110110;HDT001411;4;42;D1;1;1,33;0;31,08
898;D110110;BKA008868;2;43;D1;0;0;0;31
899;D110110;BKA010305;2;43;A1;0;0;0;31
900;D110110;KHA007315;1;43;D1;0;0;0;31
901;D110110;TLA003863;3;46;D1;1;1,33;0;30,83
902;D110110;SPH001771;1;47;D1;0;0;0;30,75
903;D110110;SPH016732;2;47;D1;0;0;0;30,75
904;D110110;SPH019273;1;47;A1;0;0;0;30,75
905;D110110;HHA012942;4;50;D1;0,5;0,67;0;30,67
906;D110110;BKA009272;2;51;A1;0;0;0;30,5
907;D110110;SPH007682;4;51;D1;0;0;0;30,5
908;D110110;SPH015569;1;51;D1;0;0;0;30,5
909;D110110;THV002842;1;54;D1;3,5;4,67;0;30,42
910;D110110;HVN009787;3;55;A1;0;0;0;30,25
911;D110110;TLA000078;2;55;D1;0;0;0;30,25
912;D110110;HHA001666;4;57;D1;1;1,33;0;30,08
913;D110110;TDV022466;4;57;A1;1;1,33;0;30,08
914;D110110;BKA000341;1;59;A1;0;0;0;30
915;D110110;KHA001440;3;59;D1;0;0;0;30
916;D110110;SPH005034;1;59;A1;0;0;0;30
917;D110110;THV008771;3;59;D1;1,5;2;0;30
918;D110110;HHA012491;3;63;D1;0;0;0;29,75
919;D110110;HHA013423;3;63;D1;0;0;0;29,75
920;D110110;KHA004370;3;63;D1;0;0;0;29,75
921;D110110;SPH018949;1;63;D1;0;0;0;29,75
922;D110110;TLA010755;1;63;D1;0;0;0;29,75
923;D110110;KQH000578;1;68;A1;0,5;0,67;0;29,67
924;D110110;KQH005007;1;68;A1;0,5;0,67;0;29,67
925;D110110;BKA013509;4;70;A1;0;0;0;29,5
926;D110110;KHA003404;1;70;D1;0;0;0;29,5
927;D110110;SPH000832;4;70;D1;0;0;0;29,5
928;D110110;SPH009683;4;70;D1;0;0;0;29,5
929;D110110;SPH012336;3;70;A1;0;0;0;29,5
930;D110110;HDT026780;1;75;D1;0,5;0,67;0;29,42
931;D110110;YTB018844;1;75;D1;0,5;0,67;0;29,42
932;D110110;BKA007846;2;77;D1;0;0;0;29,25
933;D110110;HVN003754;2;77;A1;0;0;0;29,25
934;D110110;HVN004965;1;77;A1;0;0;0;29,25
